"","quality_grade","observed_on","captive","location"
"9878","research","2018-07-31",FALSE,"44.34089619,-78.53908813"
"9879","research","2018-07-31",FALSE,"44.34091052,-78.5390886"
"9880","research","2018-07-31",FALSE,"30.40327,-91.1623221667"
"9881","research","2018-07-30",FALSE,"44.5113821614,-76.0255743563"
"9882","research","2018-07-31",FALSE,"44.6190697222,-77.5360797222"
"9883","research","2018-07-31",FALSE,"41.8468721059,-79.2478943264"
"9884","research","2018-07-31",FALSE,"40.3283833333,-74.9441083333"
"9885","research","2018-07-31",FALSE,"41.5086334851,-81.4917238802"
"9886","research","2018-07-31",FALSE,"29.45882458,-98.45821"
"9887","research","2018-07-31",FALSE,"41.6473166667,-72.4308466667"
"9888","research","2018-07-31",FALSE,"43.9991215004,-77.6773639663"
"9889","research","2018-07-31",FALSE,"44.0491166667,-79.45298"
"9890","research","2018-07-31",FALSE,"44.90257,-69.318895"
"9891","research","2018-07-30",FALSE,"42.09435,-82.4562216667"
"9892","research","2018-07-31",FALSE,"40.7905116628,-73.9279033082"
"9893","research","2018-07-31",FALSE,"40.6504772552,-79.6521395043"
"9894","research","2018-07-31",FALSE,"44.4797875314,-78.4463933856"
"9895","research","2018-07-31",FALSE,"43.53992,-72.818771"
"9896","research","2018-07-31",FALSE,"43.540261,-72.81874"
"9897","research","2018-07-31",FALSE,"40.3405263462,-80.1097880211"
"9898","research","2018-07-31",FALSE,"44.8678812571,-86.0031070747"
"9899","research","2018-07-29",FALSE,"42.8436666667,-83.2424916667"
"9900","research","2018-07-29",FALSE,"40.2818072054,-80.0630355254"
"9901","research","2018-07-08",FALSE,"45.8349377777,-87.9872781699"
"9902","research","2018-07-30",FALSE,"34.0624159964,-118.4453998483"
"9903","research","2018-07-27",FALSE,"40.8231901961,-83.8859528303"
"9904","research","2018-07-27",FALSE,"40.8202564399,-83.8864839077"
"9905","research","2018-07-25",FALSE,"39.8539034761,-86.3028479386"
"9906","research","2018-07-30",FALSE,"32.7522083333,-116.977295"
"9907","research","2018-07-30",FALSE,"43.2265333333,-81.8689944444"
"9908","research","2018-07-28",FALSE,"40.1984176636,-75.7927932739"
"9909","research","2018-07-29",FALSE,"42.5087013245,-83.7344970703"
"9910","research","2018-07-27",FALSE,"40.0463416667,-86.3829583333"
"9911","research","2018-07-30",FALSE,"45.25013,-79.82647"
"9912","research","2018-07-30",FALSE,"41.7096553302,-87.9601936564"
"9913","research","2018-07-27",FALSE,"45.740395,-84.3837966667"
"9914","research","2018-07-30",FALSE,"42.0918778333,-71.6243866667"
"9915","research","2018-07-29",FALSE,"44.0601738137,-79.3195677544"
"9916","research","2018-07-30",FALSE,"43.017453,-72.532761"
"9917","research","2018-07-30",FALSE,"29.9270839691,-90.0763092041"
"9918","research","2018-07-30",FALSE,"40.5089184371,-74.214827516"
"9919","research","2018-07-29",FALSE,"44.9386902819,-68.7561695107"
"9920","research","2018-07-29",FALSE,"44.8594819226,-79.8700578448"
"9921","research","2018-07-30",FALSE,"46.2135501362,-79.2103509365"
"9922","research","2018-07-29",FALSE,"33.7111968994,-118.286026001"
"9923","research","2018-07-30",FALSE,"41.114479811,-82.2941114009"
"9924","research","2018-07-29",FALSE,"38.9350539679,-84.0246452636"
"9925","research","2018-07-30",FALSE,"41.1717450031,-80.9660172199"
"9926","research","2018-07-30",FALSE,"44.0493361667,-73.2918616667"
"9927","research","2018-07-29",FALSE,"40.2161064148,-78.7527923584"
"9928","research","2018-07-30",FALSE,"41.3207283333,-72.4677583333"
"9929","research","2018-07-30",FALSE,"38.61432,-90.2578283333"
"9930","research","2018-07-30",FALSE,"43.5523016798,-96.9676816749"
"9931","research","2018-07-30",FALSE,"45.4214385917,-73.249173679"
"9932","research","2018-07-30",FALSE,"41.5353401984,-82.7692741156"
"9933","research","2018-07-30",FALSE,"42.5030216667,-70.869605"
"9934","research","2018-07-30",FALSE,"44.0272835736,-73.1870920491"
"9935","research","2018-07-30",FALSE,"43.5521496507,-96.9657700696"
"9936","research","2018-07-30",FALSE,"43.8709533333,-69.6595466667"
"9937","research","2018-07-30",FALSE,"39.960933095,-83.0594217405"
"9938","research","2018-07-28",FALSE,"45.4909005657,-93.6970496178"
"9939","research","2018-07-29",FALSE,"34.0248210895,-118.4774416107"
"9940","research","2018-07-26",FALSE,"45.0734055,-87.120025"
"9941","research","2018-07-30",FALSE,"28.3932333333,-81.4149033333"
"9942","research","2018-07-30",FALSE,"45.1272622683,-78.1877814141"
"9943","research","2018-07-28",FALSE,"44.4592138889,-67.9334638889"
"9944","research","2018-07-29",FALSE,"44.473141,-77.30767"
"9945","research","2018-07-28",FALSE,"40.11751905,-74.87443879"
"9946","research","2018-07-26",FALSE,"41.4269716667,-75.7474216667"
"9947","research","2018-07-28",FALSE,"40.5085375861,-74.2174524906"
"9948","research","2018-07-29",FALSE,"44.0437055,-79.9402783333"
"9949","research","2018-07-27",FALSE,"44.0390668307,-92.50520693"
"9950","research","2018-07-28",FALSE,"41.4853333333,-81.75107"
"9951","research","2018-07-29",FALSE,"44.0933435042,-79.344275929"
"9952","research","2018-07-29",FALSE,"42.2121315002,-78.6381149292"
"9953","research","2018-07-29",FALSE,"42.2017822266,-78.7124862671"
"9954","research","2018-07-29",FALSE,"44.4551351249,-77.4598756439"
"9955","research","2018-07-25",FALSE,"41.2022576441,-72.1186938813"
"9956","research","2018-07-29",FALSE,"45.3059120007,-75.2442478982"
"9957","research","2018-07-29",FALSE,"44.3761416667,-72.9074083333"
"9958","research","2018-07-29",FALSE,"43.410906,-79.764656"
"9959","research","2018-07-20",FALSE,"41.959430475,-87.6770829647"
"9960","research","2018-07-28",FALSE,"42.0826080746,-82.7223018494"
"9961","research","2018-07-27",FALSE,"42.9069197422,-85.4560386909"
"9962","research","2018-07-28",FALSE,"42.0826861931,-82.7224524919"
"9963","research","2018-07-27",FALSE,"40.576,-94.1749"
"9964","research","2018-07-28",FALSE,"42.0840871657,-82.7216112532"
"9965","research","2018-07-29",FALSE,"39.285827824,-77.742154263"
"9966","research","2018-07-29",FALSE,"34.5049166667,-119.792245"
"9967","research","2018-07-28",FALSE,"44.4491546508,-74.260241529"
"9968","research","2018-07-29",FALSE,"42.4481201172,-83.3666763306"
"9969","research","2018-07-29",FALSE,"44.4800128788,-78.3424818423"
"9970","research","2018-07-29",FALSE,"36.1502411801,-81.6124693274"
"9971","research","2018-07-29",FALSE,"48.4805554678,-89.1537670557"
"9972","research","2018-07-29",FALSE,"46.4013900757,-82.6480560303"
"9973","research","2018-07-29",FALSE,"45.363005,-75.863067"
"9974","research","2018-07-29",FALSE,"45.2005966667,-72.5362166667"
"9975","research","2018-07-29",FALSE,"42.3234866667,-84.0858221667"
"9976","research","2018-07-29",FALSE,"42.9823191966,-75.8724185879"
"9977","research","2018-07-29",FALSE,"42.5839466667,-71.56758"
"9978","research","2018-07-29",FALSE,"39.2733915194,-95.73535091"
"9979","research","2018-07-29",FALSE,"45.3644095751,-75.8840515116"
"9980","research","2018-07-20",FALSE,"43.2662487217,-81.8124984371"
"9981","research","2018-07-28",FALSE,"45.5517166667,-78.5936194444"
"9982","research","2018-07-29",FALSE,"41.1004228983,-81.9296054822"
"9983","research","2018-07-28",FALSE,"40.514596,-81.5390658"
"9984","research","2018-07-29",FALSE,"-30.3522366667,153.0781783333"
"9985","research","2018-07-28",FALSE,"20.3895645242,-99.9866204178"
"9986","research","2018-07-28",FALSE,"40.5950775146,-82.3930130005"
"9987","research","2018-07-28",FALSE,"39.7713,-86.48542"
"9988","research","2018-07-28",FALSE,"44.0475083333,-72.29048"
"9989","research","2018-07-28",FALSE,"42.4036689476,-72.8814509791"
"9990","research","2018-07-28",FALSE,"39.9578466667,-74.5090116667"
"9991","research","2018-07-21",FALSE,"41.72185,-83.7359166667"
"9992","research","2018-07-28",FALSE,"44.5660467836,-78.6339934167"
"9993","research","2018-07-24",FALSE,"44.2765783333,-72.5533216667"
"9994","research","2018-07-28",FALSE,"46.6357803759,-71.2890438524"
"9995","research","2018-07-27",FALSE,"41.234589619,-96.1731316405"
"9996","research","2018-07-28",FALSE,"43.385695125,-80.805569115"
"9997","research","2018-07-28",FALSE,"44.3316,-72.9469533333"
"9998","research","2018-07-28",FALSE,"42.8791373063,-81.1797587987"
"9999","research","2018-07-28",FALSE,"44.46217,-73.0536278333"
"10000","research","2018-07-28",FALSE,"43.2596255886,-85.2668432985"
"10001","research","2018-07-28",FALSE,"42.3115234375,-76.5165328979"
"10002","research","2018-07-27",FALSE,"44.6158683333,-78.0009166667"
"10003","research","2018-07-28",FALSE,"46.50799679,-94.34949121"
"10004","research","2018-07-27",FALSE,"44.2052716667,-74.8384783333"
"10005","research","2018-07-26",FALSE,"37.586505,-80.5457533333"
"10006","research","2018-07-28",FALSE,"43.632628048,-72.5185858557"
"10007","research","2018-07-28",FALSE,"35.32132,-120.8350616667"
"10008","research","2018-07-27",FALSE,"36.7067837997,-86.9504448363"
"10009","research","2018-07-28",FALSE,"40.7134333333,-73.9766833333"
"10010","research","2018-07-28",FALSE,"44.4823,-77.29739"
"10011","research","2018-07-28",FALSE,"37.0645713806,-76.3109741211"
"10012","research","2018-07-21",FALSE,"41.9674602737,-82.5317353386"
"10013","research","2018-07-21",FALSE,"41.9709761077,-82.5276758153"
"10014","research","2018-07-28",FALSE,"36.82472229,-76.3952789307"
"10015","research","2018-07-28",FALSE,"44.5047061751,-73.0402604677"
"10016","research","2018-07-26",FALSE,"44.1003583333,-86.4538716667"
"10017","research","2018-07-28",FALSE,"44.8897783333,-81.3559583333"
"10018","research","2018-07-23",FALSE,"40.7784,-73.968575"
"10019","research","2018-07-26",FALSE,"44.0529528333,-92.0473555"
"10020","research","2018-07-26",FALSE,"47.8968135179,-91.8629513727"
"10021","research","2018-07-27",FALSE,"40.545655,-80.1492778333"
"10022","research","2018-07-27",FALSE,"37.5907936502,-97.3306205531"
"10023","research","2018-07-27",FALSE,"45.740405,-84.38378"
"10024","research","2018-07-27",FALSE,"44.61591089,-78.00081832"
"10025","research","2018-07-27",FALSE,"41.3767619177,-88.1970039062"
"10026","research","2018-07-27",FALSE,"40.8105,-82.416305"
"10027","research","2018-07-27",FALSE,"41.4792216667,-70.6038133333"
"10028","research","2018-07-27",FALSE,"42.76435,-71.8558416667"
"10029","research","2018-07-27",FALSE,"41.3400440357,-96.1432187509"
"10030","research","2018-07-26",FALSE,"45.3951649989,-75.1979612432"
"10031","research","2018-07-21",FALSE,"46.3465832301,-86.4687494561"
"10032","research","2018-07-27",FALSE,"44.4623216667,-73.0528416667"
"10033","research","2018-07-27",FALSE,"43.3037,-72.3581916667"
"10034","research","2018-07-27",FALSE,"43.303775,-72.35827"
"10035","research","2018-07-27",FALSE,"43.3037533333,-72.35823"
"10036","research","2018-07-22",FALSE,"41.9319458008,-82.513053894"
"10037","research","2018-07-25",FALSE,"44.6336516667,-79.0092833333"
"10038","research","2018-07-26",FALSE,"44.3004083333,-74.3554616667"
"10039","research","2018-07-27",FALSE,"43.3038068936,-72.3581635673"
"10040","research","2018-07-27",FALSE,"38.9332416667,-76.9381116667"
"10041","research","2018-07-27",FALSE,"40.1911900371,-74.7255943534"
"10042","research","2018-07-27",FALSE,"39.93315476,-85.92727513"
"10043","research","2018-07-27",FALSE,"39.93291915,-85.92798626"
"10044","research","2018-07-27",FALSE,"42.7096833333,-80.468375"
"10045","research","2018-07-26",FALSE,"40.0455455993,-80.5629518709"
"10046","research","2018-07-26",FALSE,"40.0454881063,-80.5628982267"
"10047","research","2018-07-27",FALSE,"45.0958041894,-93.2517398057"
"10048","research","2018-07-27",FALSE,"44.45925415,-67.93357121"
"10049","research","2018-07-27",FALSE,"40.7796803629,-96.6368862336"
"10050","research","2018-07-23",FALSE,"41.4974136484,-71.2554458704"
"10051","research","2018-07-27",FALSE,"44.0330734253,-70.1168823242"
"10052","research","2018-07-20",FALSE,"36.3073196411,-81.372833252"
"10053","research","2018-07-25",FALSE,"42.8620257526,-85.4891135084"
"10054","research","2018-07-26",FALSE,"38.9256800934,-77.342076962"
"10055","research","2018-07-26",FALSE,"45.3955425687,-75.1932937402"
"10056","research","2018-07-25",FALSE,"44.246555,-72.9702216667"
"10057","research","2018-07-12",FALSE,"37.375136,-80.522747"
"10058","research","2018-07-26",FALSE,"45.1155712768,-81.5134404506"
"10059","research","2018-07-26",FALSE,"44.6065437154,-73.7993314364"
"10060","research","2018-07-23",FALSE,"42.2603691058,-83.0501313259"
"10061","research","2018-07-26",FALSE,"44.6064222111,-73.8000180656"
"10062","research","2018-07-26",FALSE,"44.6066726697,-73.7995598101"
"10063","research","2018-07-26",FALSE,"45.0800496899,-81.4167164919"
"10064","research","2018-07-26",FALSE,"43.132393,-72.529541"
"10065","research","2018-07-26",FALSE,"44.2535289098,-83.4481952806"
"10066","research","2018-07-26",FALSE,"43.6314541055,-72.5208107103"
"10067","research","2018-07-25",FALSE,"42.9396297418,-85.5493921176"
"10068","research","2018-07-25",FALSE,"40.8459575128,-96.7422560164"
"10069","research","2018-07-26",FALSE,"41.4168001805,-70.5639381521"
"10070","research","2018-07-25",FALSE,"40.8976763007,-96.799969506"
"10071","research","2018-07-26",FALSE,"37.5864949877,-80.545763063"
"10072","research","2018-07-26",FALSE,"46.2921616667,-83.1916116667"
"10073","research","2018-07-26",FALSE,"46.291875,-83.1919783333"
"10074","research","2018-07-26",FALSE,"44.0168240889,-73.1779840484"
"10075","research","2018-07-26",FALSE,"43.8697021595,-74.4350389112"
"10076","research","2018-07-21",FALSE,"48.1819549716,-101.3822752331"
"10077","research","2018-07-25",FALSE,"43.44028,-80.63491"
"10078","research","2018-07-21",FALSE,"40.367031,-75.299498"
"10079","research","2018-07-25",FALSE,"45.2380699385,-77.9910262954"
"10080","research","2018-07-25",FALSE,"42.348545,-96.50827"
"10081","research","2018-07-25",FALSE,"42.6157938783,-83.4744532687"
"10082","research","2018-07-25",FALSE,"48.4921483789,-81.1902318523"
"10083","research","2018-07-25",FALSE,"41.9925936358,-70.7344132383"
"10084","research","2018-07-24",FALSE,"44.9602668182,-79.2933055758"
"10085","research","2018-07-23",FALSE,"44.0396807676,-79.4454632699"
"10086","research","2018-07-25",FALSE,"43.07653794,-89.23082822"
"10087","research","2018-07-24",FALSE,"44.3397912662,-78.2480879501"
"10088","research","2018-07-25",FALSE,"40.0848808289,-76.3057250977"
"10089","research","2018-07-25",FALSE,"36.030425,-78.897645"
"10090","research","2018-07-24",FALSE,"45.3629374324,-75.1961016835"
"10091","research","2018-07-24",FALSE,"44.9223267905,-93.265479991"
"10092","research","2018-07-25",FALSE,"41.8823866667,-69.995255"
"10093","research","2018-07-25",FALSE,"43.1849666667,-73.7998666667"
"10094","research","2018-07-25",FALSE,"45.5848216667,-78.3592216667"
"10095","research","2018-07-25",FALSE,"43.8755134714,-69.6601675248"
"10096","research","2018-07-25",FALSE,"40.3724633333,-75.0107277833"
"10097","research","2018-07-25",FALSE,"40.478855786,-80.0196652115"
"10098","research","2018-07-25",FALSE,"40.4788088054,-80.0196701568"
"10099","research","2018-07-25",FALSE,"40.7688988212,-75.5857451128"
"10100","research","2018-07-18",FALSE,"43.8386305136,-79.6592726858"
"10101","research","2018-07-23",FALSE,"46.3732987792,-79.3886504852"
"10102","research","2018-07-23",FALSE,"46.3734764374,-79.3898521148"
"10103","research","2018-07-23",FALSE,"46.373328389,-79.3892727577"
"10104","research","2018-07-24",FALSE,"44.3003179,-68.2764572"
"10105","research","2018-07-25",FALSE,"44.070662325,-73.0905419018"
"10106","research","2018-07-25",FALSE,"44.2195980438,-74.4380553067"
"10107","research","2018-07-24",FALSE,"45.3604960119,-75.2069178438"
"10108","research","2018-07-24",FALSE,"41.7391324008,-80.0438765064"
"10109","research","2018-07-25",FALSE,"44.3316676874,-72.7702199919"
"10110","research","2018-07-23",FALSE,"41.7895666862,-73.2535771088"
"10111","research","2018-07-23",FALSE,"41.78958,-73.253625"
"10112","research","2018-07-21",FALSE,"44.8823248513,-93.6821157485"
"10113","research","2018-07-18",FALSE,"45.0525013749,-95.8811396374"
"10114","research","2018-07-23",FALSE,"44.7172241211,-81.2758331299"
"10115","research","2018-07-24",FALSE,"41.3283883333,-73.54795"
"10116","research","2018-07-20",FALSE,"43.1720805718,-81.6789673681"
"10117","research","2018-07-24",FALSE,"41.0162888833,-81.9402166667"
"10118","research","2018-07-24",FALSE,"39.8474666667,-83.0209666667"
"10119","research","2018-07-24",FALSE,"40.9556114839,-83.5487172449"
"10120","research","2018-07-24",FALSE,"44.0416971667,-79.9459083333"
"10121","research","2018-07-24",FALSE,"44.0414916667,-79.9458166667"
"10122","research","2018-07-04",FALSE,"30.441416,-91.167447"
"10123","research","2018-07-24",FALSE,"45.5374641418,-76.5549697876"
"10124","research","2018-07-24",FALSE,"43.9202287083,-78.7961289659"
"10125","research","2018-07-22",FALSE,"49.9029943355,-98.3112429954"
"10126","research","2018-07-24",FALSE,"44.3390604818,-68.059925884"
"10127","research","2018-07-22",FALSE,"45.42327,-93.1989"
"10128","research","2018-07-24",FALSE,"43.6001223838,-84.2942099367"
"10129","research","2018-07-24",FALSE,"41.2527074261,-80.4901262638"
"10130","research","2018-07-24",FALSE,"45.339895,-75.9137716667"
"10131","research","2018-07-24",FALSE,"35.8108177185,-78.7153091431"
"10132","research","2018-07-22",FALSE,"45.5180015564,-76.421005249"
"10133","research","2018-07-23",FALSE,"45.5377960205,-76.5548171997"
"10134","research","2018-07-24",FALSE,"43.9061366667,-78.8724283333"
"10135","research","2018-07-24",FALSE,"44.0253721667,-78.541695"
"10136","research","2018-07-22",FALSE,"40.7014503863,-105.2402267978"
"10137","research","2018-07-24",FALSE,"48.4336513682,-89.2406200887"
"10138","research","2018-07-24",FALSE,"40.2635226957,-82.8312248561"
"10139","research","2018-07-21",FALSE,"39.9090554,-81.5503532"
"10140","research","2018-07-23",FALSE,"40.5549783333,-116.0910195"
"10141","research","2018-07-18",FALSE,"41.1081084,-75.4548992"
"10142","research","2018-07-23",FALSE,"36.3808783333,-94.2043833333"
"10143","research","2018-07-23",FALSE,"40.554945,-116.0905833333"
"10144","research","2017-07-06",FALSE,"40.4326349629,-81.9897139446"
"10145","research","2018-07-23",FALSE,"46.4390411377,-81.1413421631"
"10146","research","2018-07-23",FALSE,"44.9160266171,-92.9237516292"
"10147","research","2018-07-06",FALSE,"47.6253973,-94.9604863"
"10148","research","2018-07-22",FALSE,"40.5679633333,-73.88485"
"10149","research","2018-07-23",FALSE,"44.0168233089,-73.1779892015"
"10150","research","2018-07-23",FALSE,"44.0168233089,-73.1779892015"
"10151","research","2018-07-22",FALSE,"43.4925444842,-72.7992680779"
"10152","research","2018-07-23",FALSE,"42.2710809174,-72.4212453514"
"10153","research","2018-07-23",FALSE,"43.4113883972,-79.7647247314"
"10154","research","2018-07-21",FALSE,"45.4272958102,-77.5716224063"
"10155","research","2018-07-11",FALSE,"43.622422182,-79.3937998561"
"10156","research","2018-07-22",FALSE,"44.64605,-79.793275"
"10157","research","2018-07-23",FALSE,"46.3735192549,-79.3903649972"
"10158","research","2018-07-23",FALSE,"46.373505,-79.390655"
"10159","research","2018-07-23",FALSE,"44.4687444969,-68.2545157734"
"10160","research","2018-07-23",FALSE,"43.9505663607,-79.7843810823"
"10161","research","2018-07-17",FALSE,"39.0151483333,-87.6850116667"
"10162","research","2018-07-23",FALSE,"43.906145,-78.872475"
"10163","research","2018-07-23",FALSE,"44.12303703,-79.49140764"
"10164","research","2018-07-23",FALSE,"39.9262733459,-74.971282959"
"10165","research","2018-07-23",FALSE,"39.1126262304,-77.1067292244"
"10166","research","2018-07-23",FALSE,"42.1620519134,-70.8421546408"
"10167","research","2018-07-23",FALSE,"42.1622717707,-70.8424005658"
"10168","research","2018-07-23",FALSE,"42.1622190066,-70.8423532081"
"10169","research","2018-07-23",FALSE,"41.5414287323,-81.6303220019"
"10170","research","2018-07-22",FALSE,"45.0940581541,-87.0929301474"
"10171","research","2018-07-21",FALSE,"41.9537927007,-82.5258877408"
"10172","research","2018-07-21",FALSE,"41.9537927007,-82.5258877408"
"10173","research","2018-07-21",FALSE,"44.759615722,-76.4841451488"
"10174","research","2018-07-23",FALSE,"42.50209626,-76.44022878"
"10175","research","2018-07-21",FALSE,"44.4901841164,-80.0269396878"
"10176","research","2018-07-21",FALSE,"40.7028013751,-74.7011920874"
"10177","research","2018-07-18",FALSE,"43.6467206823,-79.3207597733"
"10178","research","2018-07-19",FALSE,"43.2811737102,-79.908933565"
"10179","research","2018-07-21",FALSE,"45.5136176292,-78.7193235755"
"10180","research","2018-07-22",FALSE,"32.8332481384,-117.0222549438"
"10181","research","2018-07-22",FALSE,"43.132393,-72.529541"
"10182","research","2018-07-21",FALSE,"41.9360472222,-82.5146555556"
"10183","research","2018-07-21",FALSE,"41.765,-91.87729"
"10184","research","2018-07-22",FALSE,"29.94832663,-90.11112308"
"10185","research","2018-07-15",FALSE,"40.040621577,-83.1613144042"
"10186","research","2018-07-21",FALSE,"42.4111137368,-87.8052179097"
"10187","research","2018-07-22",FALSE,"41.0655555725,-79.4633331299"
"10188","research","2018-07-21",FALSE,"44.0595635117,-79.3123004672"
"10189","research","2018-07-22",FALSE,"42.1588567738,-93.5718463642"
"10190","research","2018-07-22",FALSE,"45.458645,-76.6165916667"
"10191","research","2018-07-15",FALSE,"38.8198221022,-77.4400680736"
"10192","research","2018-07-22",FALSE,"45.4586533333,-76.6165783333"
"10193","research","2018-07-22",FALSE,"43.1215388333,-79.0660861667"
"10194","research","2018-07-22",FALSE,"45.4128216667,-75.9366533333"
"10195","research","2018-07-22",FALSE,"41.56262856,-86.89969881"
"10196","research","2018-07-22",FALSE,"45.73770054,-94.95769351"
"10197","research","2018-07-22",FALSE,"39.0441678047,-84.1485604415"
"10198","research","2018-07-21",FALSE,"44.2850095,-72.5759586"
"10199","research","2018-07-22",FALSE,"41.085519,-96.998454"
"10200","research","2018-07-22",FALSE,"40.9600587516,-72.1801456065"
"10201","research","2018-07-22",FALSE,"43.744871188,-73.9273561724"
"10202","research","2018-07-22",FALSE,"42.7179633333,-78.6796416667"
"10203","research","2018-07-21",FALSE,"41.9306391159,-82.5156416049"
"10204","research","2018-07-21",FALSE,"41.9306608773,-82.5156322875"
"10205","research","2018-07-21",FALSE,"41.9306556304,-82.5156340726"
"10206","research","2018-07-21",FALSE,"41.9685079747,-82.5294601158"
"10207","research","2018-07-21",FALSE,"41.9684893589,-82.5294449822"
"10208","research","2018-07-22",FALSE,"43.9310395078,-69.6989367373"
"10209","research","2018-07-22",FALSE,"37.7743110657,-79.4406051636"
"10210","research","2018-07-07",FALSE,"41.3033586902,-74.0323011205"
"10211","research","2018-07-22",FALSE,"41.8576252882,-83.7990154231"
"10212","research","2018-07-19",FALSE,"39.5872993469,-86.4259490967"
"10213","research","2018-07-20",FALSE,"40.013671875,-75.1908187866"
"10214","research","2018-07-22",FALSE,"40.13326307,-75.96155361"
"10215","research","2018-07-21",FALSE,"44.699025,-77.9109316667"
"10216","research","2018-07-10",FALSE,"33.812687823,-118.457394976"
"10217","research","2018-07-22",FALSE,"46.4269912,-94.30664207"
"10218","research","2018-07-22",FALSE,"40.0237795059,-83.0076464732"
"10219","research","2018-07-10",FALSE,"41.63041,-88.52499"
"10220","research","2018-07-21",FALSE,"41.9301010352,-82.5155931339"
"10221","research","2018-07-21",FALSE,"44.0111692452,-80.541305088"
"10222","research","2018-07-21",FALSE,"43.5811157227,-84.8635406494"
"10223","research","2018-07-21",FALSE,"42.9677965738,-85.4088685897"
"10224","research","2018-07-20",FALSE,"44.5125389099,-79.0923690796"
"10225","research","2018-07-21",FALSE,"43.0113716125,-76.7586135864"
"10226","research","2018-07-13",FALSE,"44.51262446,-79.09260872"
"10227","research","2018-07-20",FALSE,"35.3030916667,-120.6589366667"
"10228","research","2018-07-21",FALSE,"44.369625,-73.1174471667"
"10229","research","2018-07-21",FALSE,"44.0412,-79.9457166667"
"10230","research","2018-07-21",FALSE,"44.0410333333,-79.9444883333"
"10231","research","2018-07-21",FALSE,"44.041117,-79.944276"
"10232","research","2018-07-14",FALSE,"46.0038182835,-81.4289473619"
"10233","research","2018-07-17",FALSE,"41.536704,-87.088631"
"10234","research","2018-07-21",FALSE,"44.99231084,-93.32082588"
"10235","research","2018-07-21",FALSE,"44.1852033333,-72.4192366667"
"10236","research","2018-07-20",FALSE,"41.1088175,-81.7355007"
"10237","research","2018-07-05",FALSE,"46.0040716002,-81.429079789"
"10238","research","2018-07-21",FALSE,"46.4124282,-87.4085717"
"10239","research","2018-07-21",FALSE,"43.1162049389,-77.7295774688"
"10240","research","2018-07-21",FALSE,"39.6202583313,-79.8492584229"
"10241","research","2018-07-18",FALSE,"45.2556587905,-96.4027202996"
"10242","research","2018-07-21",FALSE,"44.0423305,-79.9432133333"
"10243","research","2018-07-17",FALSE,"45.05211354,-95.88844876"
"10244","research","2018-07-01",FALSE,"44.07369686,-90.86282428"
"10245","research","2018-07-20",FALSE,"42.8574721076,-85.4955187266"
"10246","research","2018-07-16",FALSE,"44.4209947419,-79.708104578"
"10247","research","2018-07-21",FALSE,"45.5375490634,-76.5588203073"
"10248","research","2018-07-19",FALSE,"42.5889739146,-99.6184353903"
"10249","research","2018-07-20",FALSE,"42.9295477052,-85.5061938091"
"10250","research","2018-07-19",FALSE,"44.4887983333,-86.2298233333"
"10251","research","2018-07-19",FALSE,"44.4888083333,-86.2297616667"
"10252","research","2018-07-20",FALSE,"43.9216328732,-73.5367804882"
"10253","research","2018-07-19",FALSE,"44.4888933333,-86.228445"
"10254","research","2018-07-19",FALSE,"44.5659216667,-86.1907683333"
"10255","research","2018-07-17",FALSE,"40.9872126372,-81.6187036783"
"10256","research","2018-07-20",FALSE,"44.7479944983,-73.314694573"
"10257","research","2018-07-20",FALSE,"43.1322783333,-72.5250183333"
"10258","research","2018-07-13",FALSE,"40.7742166194,-96.7770434731"
"10259","research","2018-07-20",FALSE,"44.2889929739,-78.3836193035"
"10260","research","2018-07-20",FALSE,"41.3414125471,-96.1486982089"
"10261","research","2018-07-20",FALSE,"43.5615966667,-79.82968"
"10262","research","2018-07-20",FALSE,"44.0412721667,-79.9443133333"
"10263","research","2018-07-20",FALSE,"39.25463242,-95.706589651"
"10264","research","2018-07-20",FALSE,"44.925765916,-92.9418980099"
"10265","research","2018-07-20",FALSE,"45.4212726458,-73.2492608659"
"10266","research","2018-07-20",FALSE,"43.2071658,-77.6234951"
"10267","research","2018-07-19",FALSE,"42.04151986,-82.5115944696"
"10268","research","2018-07-20",FALSE,"44.9258745555,-92.9416215421"
"10269","research","2018-07-19",FALSE,"43.2716699722,-81.822134"
"10270","research","2018-07-20",FALSE,"45.5839581,-78.3592581"
"10271","research","2018-07-20",FALSE,"45.4226209909,-73.2492685535"
"10272","research","2018-07-15",FALSE,"39.5807582776,-84.3135428384"
"10273","research","2018-07-20",FALSE,"42.1600917327,-71.1959141521"
"10274","research","2018-07-16",FALSE,"42.202195,-76.8595583333"
"10275","research","2018-07-19",FALSE,"42.2133633333,-76.8332666667"
"10276","research","2018-07-14",FALSE,"44.288974215,-78.3837560076"
"10277","research","2018-07-19",FALSE,"42.8042663468,-83.1596297398"
"10278","research","2018-07-18",FALSE,"42.4604216667,-84.00629445"
"10279","research","2018-07-19",FALSE,"39.5142283333,-119.995705"
"10280","research","2018-07-19",FALSE,"43.1187638333,-82.50145"
"10281","research","2018-07-19",FALSE,"40.8224693072,-81.095975266"
"10282","research","2018-07-19",FALSE,"43.6492800031,-72.9534289989"
"10283","research","2018-07-18",FALSE,"44.9816780355,-76.4849495888"
"10284","research","2018-07-19",FALSE,"44.6796416667,-84.4289633333"
"10285","research","2018-07-19",FALSE,"45.5103868514,-75.3381302057"
