Index,IM,Source,Site,Exclosure,Species,Plant,Position,Aspect,Elevation_(m),Diameter1_(mm),Diameter2_(mm),Stem_area_cm2,1st_year?,Leaf_ID,Leaf_Length,Leaf_Area_petiole,Leaf_Area_no.petiole,Internal_area_correction,True_area,Leaf_Area_corrected,Leaf_Area_corrected_final,Area_no_spines
3046,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Lower,NE,94,330,0,85.53,0,3,7.772,24.263,23.763,0,23.763,23.763,23.763,24.267
3047,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Lower,NE,94,330,0,85.53,0,4,5.885,12.492,12.056,0,12.056,12.353,12.353,12.57
3048,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,1,4.122,8.708,8.484,0,8.484,8.501,8.501,8.637
3049,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,2,7.102,19.439,19.01,0,19.01,19.01,19.01,19.218
3050,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,3,5.688,13.446,13.097,0,13.097,13.097,13.097,13.334
3051,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,4,6.729,20.429,19.976,0,19.976,19.976,19.976,20.132
3052,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,5,7.45,21.278,20.845,0,20.845,20.845,20.845,21.164
3053,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,6,6.176,16.533,16.257,0,16.257,16.445,16.445,16.588
3054,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,7,4.46,9.111,8.741,0,8.741,8.878,8.878,9.045
3055,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,8,6.465,21.986,21.526,0,21.526,21.526,21.526,21.776
3056,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,9,4.269,8.241,8.005,0,8.005,8.056,8.056,8.166
3057,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,10,5.332,9.694,9.406,0,9.406,9.419,9.419,9.532
3058,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,19,Upper,NE,94,330,0,85.53,0,11,3.895,6.207,6.02,0,6.02,6.054,6.054,6.119
3059,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,1,5.711,12.765,12.448,0,12.448,12.455,12.455,12.591
3060,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,2,7.252,16.538,15.995,0,15.995,15.995,15.995,16.286
3061,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,3,7.111,17.677,17.294,0,17.294,17.294,17.294,17.606
3062,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,4,5.209,12.072,11.753,0,11.753,11.753,11.753,11.913
3063,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,5,6.569,13.388,12.906,0,12.906,12.906,12.906,13.216
3064,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,20,Lower,NA,24,32,0,0.8,0,6,6.603,15.771,15.307,0,15.307,15.307,15.307,15.534
3065,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,1,5.687,8.787,8.423,0,8.423,8.423,8.423,8.552
3066,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,2,7.728,16.866,16.439,0,16.439,16.495,16.495,16.773
3067,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,3,7.379,17.239,16.783,0,16.783,16.783,16.783,16.991
3068,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,4,7.995,18.593,18.203,0,18.203,18.203,18.203,18.455
3069,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,5,6.605,13.685,13.265,0,13.265,13.265,13.265,13.44
3070,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,6,4.78,7.616,7.376,0,7.376,7.588,7.588,7.679
3071,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Lower,E,54,180,159,45.3,0,7,6.828,13.195,12.893,0,12.893,12.893,12.893,13.053
3072,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,1,6.122,12.031,11.683,0,11.683,11.716,11.716,11.792
3073,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,2,5.604,10.258,9.875,0,9.875,9.875,9.875,9.984
3074,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,3,3.712,4.179,4.033,0,4.033,4.033,4.033,4.076
3075,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,4,6.265,10.883,10.566,0,10.566,10.566,10.566,10.677
3076,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,5,4.768,6.594,6.339,0,6.339,6.339,6.339,6.437
3077,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,6,2.789,2.179,2.003,0,2.003,2.003,2.003,2.019
3078,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,7,3.328,4.521,4.383,0,4.383,4.383,4.383,4.442
3079,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,8,3.217,4.203,3.88,0,3.88,3.891,3.891,3.954
3080,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,9,3.923,6.192,5.949,0,5.949,6,6,6.073
3081,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,10,5.456,8.96,8.639,0,8.639,8.639,8.639,8.782
3082,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,11,5.972,10.722,10.435,0,10.435,10.435,10.435,10.555
3083,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,12,5.063,9.19,8.965,0,8.965,8.965,8.965,9.024
3084,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,13,3.473,3.354,3.173,0,3.173,3.173,3.173,3.196
3085,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,21,Upper,E,54,180,159,45.3,0,14,5.148,8.133,7.927,0,7.927,7.927,7.927,7.98
3086,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,1,5.973,11.764,11.428,0,11.428,11.428,11.428,11.597
3087,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,2,4.571,10.75,10.395,0,10.395,10.482,10.482,10.628
3088,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,3,5.17,7.343,7.06,0,7.06,7.06,7.06,7.177
3089,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,4,5.666,11.598,11.169,0,11.169,11.222,11.222,11.363
3090,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,5,4.482,8.314,8.062,0,8.062,8.154,8.154,8.27
3091,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,6,3.512,4.468,4.287,0,4.287,4.287,4.287,4.379
3092,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,7,5.833,11.581,11.131,0,11.131,11.131,11.131,11.258
3093,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Lower,N,61,100,0,7.85,0,8,3.527,5.136,4.885,0,4.885,5.023,5.023,5.098
3094,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,1,5.461,11.271,10.979,0,10.979,10.979,10.979,11.137
3095,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,2,6.758,14.036,13.768,0,13.768,13.768,13.768,13.99
3096,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,3,5.113,10.936,10.668,0,10.668,10.668,10.668,10.786
3097,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,4,6.856,15.282,14.945,0,14.945,14.945,14.945,15.166
3098,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,5,4.69,8.475,8.189,0,8.189,8.418,8.418,8.451
3099,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,6,5.842,12.427,12.053,0,12.053,12.053,12.053,12.215
3100,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,7,4.387,7.986,7.813,0,7.813,7.813,7.813,7.886
3101,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,8,7.563,18.517,18.131,0,18.131,18.243,18.243,18.5
3102,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,9,6.119,12.957,12.69,0,12.69,12.69,12.69,12.838
3103,Island,Santa_Rosa,Santa_Rosa,No,Heteromeles_arbutifolia,22,Upper,N,61,100,0,7.85,0,10,3.392,4.262,4.155,0,4.155,4.169,4.169,4.191
3104,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,1,5.238,8.549,8.323,0,8.323,8.323,8.323,8.579
3105,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,2,5.102,8.229,7.953,0,7.953,8.992,8.992,9.046
3106,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,3,3.299,3.813,3.625,0,3.625,3.625,3.625,3.74
3107,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,4,6.059,9.704,9.396,0,9.396,9.396,9.396,9.601
3108,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,5,2.967,2.296,2.182,0,2.182,2.182,2.182,2.242
3109,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,6,6.546,11.406,11.161,0,11.161,12.24,12.24,12.516
3110,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,7,6.631,11.413,11.092,0,11.092,11.23,11.23,11.416
3111,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,8,5.248,9.641,9.339,0,9.339,9.964,9.964,10.06
3112,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Lower,NW,163,103,0,8.33,0,9,5.481,7.656,7.342,0,7.342,7.342,7.342,7.493
3113,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,1,5.704,5.592,5.373,0,5.373,7.851,7.851,7.971
3114,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,2,5.354,6.754,6.52,0,6.52,6.52,6.52,6.657
3115,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,3,3.773,3.111,2.913,0,2.913,2.913,2.913,3.029
3116,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,4,4.348,5.004,4.748,0,4.748,4.748,4.748,4.923
3117,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,5,5.157,7.245,7.006,0,7.006,7.006,7.006,7.149
3118,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,6,4.66,4.757,4.573,0,4.573,4.573,4.573,4.674
3119,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,7,3.971,6.049,5.801,0,5.801,5.801,5.801,5.894
3120,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,8,5.906,8.5,8.326,0,8.326,8.382,8.382,8.646
3121,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,9,4.321,3.174,3.01,0,3.01,4.887,4.887,4.963
3122,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,10,4.221,4.977,4.826,0,4.826,4.826,4.826,5.016
3123,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,23,Upper,NW,163,103,0,8.33,0,11,1.919,2.076,1.819,0,1.819,1.911,1.911,1.943
3124,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,1,2.915,3.868,3.603,0,3.603,3.603,3.603,3.73
3125,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,2,5.687,8.483,8.227,0,8.227,8.3,8.3,8.565
3126,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,3,6.36,12.142,11.831,0,11.831,12.133,12.133,12.405
3127,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,4,6.079,11.112,10.777,0,10.777,11.297,11.297,11.593
3128,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,5,4.583,6.27,6.056,0.012,6.044,7.792,7.78,7.882
3129,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,6,5.347,9.505,9.171,0,9.171,9.369,9.369,9.614
3130,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,7,5.373,7.587,7.317,0,7.317,7.941,7.941,8.157
3131,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,8,6.462,7.985,7.759,0,7.759,11.722,11.722,11.964
3132,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Lower,NNW,282,56,0,2.46,0,9,4.031,6.261,6.083,0,6.083,6.083,6.083,6.296
3133,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,1,NA,4.405,4.18,0.018,4.162,5.69,5.672,5.745
3134,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,2,3.311,3.247,3.097,0,3.097,4.562,4.562,4.577
3135,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,3,10.117,22.117,21.736,0,21.736,25.835,25.835,25.96
3136,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,4,9.286,20.554,20.201,0,20.201,21.664,21.664,21.994
3137,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,5,7.217,19.796,19.565,0.072,19.493,19.859,19.787,20.115
3138,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,6,5.42,14.16,13.949,0,13.949,13.949,13.949,14.21
3139,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,7,4.979,9.152,9.011,0,9.011,9.011,9.011,9.172
3140,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,8,5.036,11.026,10.766,0,10.766,12.513,12.513,12.56
3141,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,9,3.741,5.785,5.627,0,5.627,6.99,6.99,7.07
3142,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,24,Upper,NNW,282,56,0,2.46,0,10,5.215,9.093,8.895,0,8.895,10.823,10.823,10.872
3143,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,1,6.165,11.65,11.366,0,11.366,11.366,11.366,11.627
3144,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,2,5.589,7.741,7.58,0,7.58,7.58,7.58,7.9
3145,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,3,4.712,5.928,5.688,0,5.688,5.723,5.723,5.943
3146,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,4,2.647,2.717,2.599,0,2.599,2.891,2.891,2.926
3147,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,5,8.243,20.318,19.843,0,19.843,19.843,19.843,20.336
3148,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,6,8.184,15.566,15.195,0,15.195,15.231,15.231,15.658
3149,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,7,5.441,11.564,11.3,0,11.3,11.3,11.3,11.461
3150,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Lower,NE,389,57,0,2.55,0,8,9.378,20.678,20.256,0,20.256,20.256,20.256,20.814
3151,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,1,5.758,9.67,9.331,0,9.331,9.331,9.331,9.357
3152,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,1,2,6.562,11.014,10.748,0,10.748,10.748,10.748,10.941
3153,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,3,5.098,6.332,6.134,0,6.134,6.134,6.134,6.204
3154,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,4,3.757,4.772,4.611,0,4.611,4.664,4.664,4.734
3155,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,5,6.316,7.378,7.143,0,7.143,7.143,7.143,7.293
3156,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,6,5.335,5.696,5.472,0,5.472,5.472,5.472,5.606
3157,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,7,6.248,7.693,7.475,0,7.475,7.475,7.475,7.629
3158,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,8,6.313,12.85,12.515,0,12.515,12.515,12.515,12.707
3159,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,9,6.889,12.48,12.146,0,12.146,12.524,12.524,12.651
3160,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,10,7.058,9.362,9.033,0,9.033,9.033,9.033,9.183
3161,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,11,6.251,12.424,12.107,0,12.107,12.107,12.107,12.22
3162,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,12,5.503,10.925,10.587,0,10.587,10.628,10.628,10.716
3163,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,25,Upper,NE,389,57,0,2.55,0,13,7.348,14.995,14.665,0,14.665,14.665,14.665,14.845
3164,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,1,6.257,11.41,11.063,0,11.063,11.247,11.247,11.51
3165,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,2,8.277,15.384,14.878,0,14.878,14.878,14.878,15.277
3166,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,3,8.68,17.515,17.125,0,17.125,17.361,17.361,17.862
3167,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,4,5.586,8.779,8.48,0,8.48,8.585,8.585,8.69
3168,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,5,4.828,6.405,6.104,0,6.104,6.246,6.246,6.32
3169,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,6,6.936,13.421,12.98,0,12.98,12.98,12.98,13.418
3170,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,7,6.861,11.462,11.04,0,11.04,11.04,11.04,11.393
3171,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,8,6.203,8.765,8.366,0,8.366,8.423,8.423,8.653
3172,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Lower,E,183,65,0,3.32,0,9,7.753,14.923,14.507,0,14.507,14.507,14.507,14.895
3173,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,1,4.692,10.596,10.116,0,10.116,10.116,10.116,10.415
3174,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,2,5.221,10.166,9.62,0,9.62,11.264,11.264,11.768
3175,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,3,8.289,18.09,17.516,0,17.516,17.516,17.516,17.962
3176,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,4,7.892,15.665,15.21,0,15.21,15.21,15.21,15.679
3177,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,5,8.411,23.184,22.699,0,22.699,22.699,22.699,23.245
3178,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,6,9.498,24.98,24.397,0,24.397,24.397,24.397,24.966
3179,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,7,8.302,23.819,23.293,0,23.293,23.293,23.293,24.539
3180,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,27,Upper,E,183,65,0,3.32,0,8,10.725,27.867,27.288,0,27.288,27.288,27.288,28.041
3181,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,1,7.16,12.286,11.997,0,11.997,11.997,11.997,12.362
3182,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,2,8.202,16.974,16.65,0,16.65,16.65,16.65,17.154
3183,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,3,6.244,10.622,10.273,0,10.273,10.273,10.273,10.629
3184,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,4,7.494,16.181,15.911,0,15.911,15.911,15.911,16.361
3185,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,5,7.67,13.949,13.644,0,13.644,13.644,13.644,14.18
3186,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,6,7.94,14.533,14.227,0,14.227,14.713,14.713,15.096
3187,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Lower,ESE,180,88,0,6.08,0,7,5.108,6.509,6.269,0,6.269,6.348,6.348,6.585
3188,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,1,2.48,2.403,2.245,0,2.245,2.373,2.373,2.404
3189,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,2,6.512,10.772,10.511,0,10.511,10.624,10.624,10.815
3190,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,3,3.418,3.396,3.215,0,3.215,3.25,3.25,3.314
3191,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,4,3.769,4.667,4.466,0,4.466,4.466,4.466,4.531
3192,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,5,6.424,9.626,9.363,0,9.363,9.363,9.363,9.592
3193,Island,Santa_Cruz,Santa_Cruz,No,Heteromeles_arbutifolia,28,Upper,ESE,180,88,0,6.08,0,6,2.486,1.6,1.474,0,1.474,1.474,1.474,1.533
